# Manual word translations:

estaba	war
prepared	zubereitete zubereitung
prepared	zubereitete fertiggerichte
cautious	gefangen
cautious	vorsichtig
cautious	kausal
cautious	kausale
spring	feder
spring	federn
spring	federkraft
spring	federführung
first-born	erstgeborene
first-born	erstgeborenes
first-born	erstgeburt
first-born	erstgeborener
creations	kreationen
creations	schöpfungen
creations	erstellt
creations	schöpfung
primoroso	primordial
primoroso	prima
primoroso	hauptgrund
primoroso	primal
dexterous	dexterin
dexterous	dexterus
dexterous	entgiftung
prince	prinz
prince	inhaftierung
prince	provinz
prince	für
hurry	beeilung
hurry	beeil dich
hurry	eile
deprive	entzogen
deprive	entbehrung
deprive	enteignung
deprive	deprivat
privilege	priorität
privilege	privilegien
privilege	recht
privilege	privileg
sample	stichprobe
sample	probenahme
sample	stichproben
sample	muster
proceed	verfahren
proceed	einnahmen
proceed	maßnahme
procure	versuch es
procure	versuchen sie es
procure	versuch's
prodigious	prodigt
prodigious	prodigant
produje	produktion
produje	erzeugung
prophet	prophet
prophet	propan
prophet	prophetie
profoundly	zutiefst
profoundly	tiefgründig
profoundly	tiefgreifend
profoundly	profund
profound	gefunden
profound	profil
profound	gefunden haben
protract	protrakt
protract	protract
protract	protrah
prolong	verlängert
prolong	propan
prolong	länger
prolong	propaganda
promise	versprechen
promise	verfahren
promise	versprechung
prediction	vorhersage
prediction	prognose
prediction	voraussagen
prediction	vorausschätzung
suddenly	plötzlich
suddenly	sudden
suddenly	schwitzen
propose	vorschlag
proposition	vorschlag
proposition	position
proposition	vorschläge
propuse	ich habe vorgeschlagen
propuse	vorschlag
propuse	i vorgeschlagen
prosper	prosper
prosper	proper
prosper	spieß
protest	protest
protest	demonstranten
protest	protest gegen
provision	bereitstellung
provision	artikel
provision	vorsorge
provision	vorabentscheidung
prudent	vorsicht
prudent	vorsichtsmaßnahmen
prudent	vorsichtig
proof	nachweis
proof	beweis
proof	nachweise
pudiste	das könntest du
pudiste	das kannst du
pudiste	du könntest
rot	rot
rot	wurzeln
rot	wurzel
rot	wurzelstock
draw-bridge	zugbrücke
refuge	zuflucht
refuge	flüchtlinge
refuge	flüchtling
refuge	zufluchtsort
cab-stand	führerstand
cab-stand	taxistand
cab-stand	kabinenstand
cab-stand	fahrerhaus
neatness	nieren
neatness	neat
neatness	nierenheit
inch	zoll
inch	inch
polish	polnisch
polish	polen
polish	politisch
flock	flock
flock	flocken
flock	herd
tiptoe	tiptoe
tiptoe	tiptoi
punctual	punkt
punctual	pünktlich
punctual	pünktlichkeit
punctual	punktuell
fist	fichte
fist	fis
handful	handy
handful	handvoll
boarder	bordüre
boarder	boarding
boarder	vorstand
boarder	bordell
purity	reinheit
purity	reinheitsgrad
pureness	reinheit
pureness	reine
purify	reinheit
purify	reinigen
purify	reinigung
pusiste	du hast gesagt
pusiste	setzen sie
pusiste	du steckst
complaint	beschwerden
complaint	beschwerde
complaint	beschwerdeverfahren
complaint	beschwerdekammer
complain	antwort
complain	beschwerde
complain	klage
complain	beschwerden
complaining	klage
complaining	beschwerde
complaining	beklagen
complaining	beschweren
blood	blut
blood	bluthochdruck
blood	blutzucker
unwilling	unerwünscht
unwilling	nicht bereitwillig
unwilling	unwilling
querré	ich will
querré	das werde ich
querré	ich werde
cheese	käse
cheese	käserei
chimera	chimera
chimera	chimere
chimerical	chimerisch
chimerical	chimäre
chimerical	chimerik
fantastic	fantastisch
fifteen	15
fifteen	fünfzehn
weeks	wochen
weeks	wochenzeit
weeks	wochentag
weeks	wochenwoche
fifth	fünfzehn
fifth	5
quise	ich wollte
quise	ich wollte es
quise	ich wollte das
quisiste	du wolltest
quisiste	du wolltest es
quisiste	sie wollten
quisiste	sie wollten es
sun-shade	sonnenschirm
sun-shade	sonnenschatten
sun-shade	sonnencreme
rabies	tollwut
rabies	rabies
rabies	himbeeren
rage	raps
rage	wut
rage	laub
handle	griff
handle	griffe
handle	handle
bob-tailed	bob-taled
bob-tailed	bob-talent
bob-tailed	bambus
bob-tailed	gesamt
grapes	trauben
grapes	stapes
grapes	klammern
radiate	strahlung
radiate	strahlen
radiate	radien
radiate	abstrahlung
raphael	Raphain
raphael	Raphael
raphael	Raphalie
slice	slice
slice	schicht
slice	slices
slice	slicet
limb	gliederung
limb	gliedmaßen
limb	gliedmaß
limb	schenkel
faded	fax
faded	verwandt
faded	vergossen
faded	gefettet
musty	senf
musty	most
musty	mut
thrum	thrum
thrum	trommel
thrum	getreide
thrum	trommeln
trace	spuren
trace	spur
trace	spurweite
trace	spurensicherung
pickpocket	pickpocket
pickpocket	pickpock
stream	strom
stream	fluss
stream	wasser
stream	stromverbrauch
rapid	schnell
lightning	beleuchtung
lightning	licht
lightning	beleuchtung und beleuchtung
lightning	leuchten
thunder	gewitter
thunder	donner
thunder	gewirke
thunder	donn
12-1	12- 1
12-1	12-1
realce	verbesserung
realce	steigerung
realce	zunahme
realce	anstieg
relief	entlastung
relief	erleichterung
relief	relief
resume	zusammenfassung
resume	überblick
resume	kurzbeschreibung
reduce	reduziert
reduce	reduzieren
reduce	abnahme
reduce	rückgang
herd	hering
herd	herstel
herd	kräuter
herd	herbst
overflow	überlauf
overflow	überfluss
overflow	überlaufen
overflow	überstrom
sparkle	funken
sparkle	funkeln
braying	braten
braying	bremsen
braying	brauerei
braying	blödsinn
message	nachricht
message	nachrichten
message	mitteilung
message	botschaft
reflect	reflexion
reflect	reflektierend
reflect	reflektierendes licht
recatar	rekt
recatar	rückfall
recatar	recatar
recatarse	rebound
recatarse	rückforderung
recatarse	rückfluss
beware	vorsicht
misgiving	verzweiflung
misgiving	fehlen
misgiving	fehlende
suspicion	verdacht
suspicion	seufzer
suspicion	sediment
suspicion	suspension
receipt	einnahmen
receipt	empfänger
receipt	empfangsbestätigung
receipt	warenbezeichnung
newly	neu
newly	vor kurzem
recent	vor kurzem
recent	jüngste
recent	kürzlich veröffentlicht
enclosure	gehäuse
enclosure	gehäuse und gehäuse
enclosure	verkokung
precincts	dichtungen
precincts	siegel
precincts	abdichtungen
precincts	dichtungsringe
recite	recit
recite	rezit
recite	rezitieren
regain	register
regain	königreich
regain	rückgewinnung
regain	regain
gather	sammeln
gather	versammeln
pick	wählen
pick	wählen sie
recogido	gesammelt
recogido	empfangen
retired	zurückgezogen
retired	zurückgenommen
retired	zurück
retired	entfernt
recollect	Sammeln
recollect	Erholung
recollect	Erinnerung
recollet	Rekolleté
recollet	Recolat
friar	kalt
friar	kälte
strict	Strenge
strict	Strict
strict	Streng
observance	Beobachtung
observance	Anmerkung
observance	Überwachung
franciscans	Franziskaner
franciscans	Franciscans
franciscans	Franziskanern
reconcile	neugestaltung
reconcile	umgestaltung
reconcile	rekonstruieren
reconcile	redesign
reconciled	rekonzessioniert
reconciled	rekonstituiert
reconciled	rekonzessiv
reconciled	neu gestaltet
falling	fall
falling	fehler
falling	fallen
falling	fallend
recognize	erkennen
recognize	erkennt
recount	anzahl
recount	zahl
recount	gesamt
recount	rückblick
retell	retell
recall	erinnerung
recall	erinnerungen
recall	zurück zur übersicht
recall	erinnern sie sich
brighten	aufhellung
brighten	aufhellen
brighten	erhellt
repel	rebellen
repel	rebsorten
repel	rebel
reject	ablehnung
reject	ausschuss
reject	herausforderung
creak	creat
creak	credo
creak	kreide
creak	creatin
rounded	umgeben von
rounded	umgeben
rounded	abgerundet
rounded	rund
repast	repass
repast	repast
repast	repas
repast	rücküberweisung
hearsay	herz
hearsay	hörprobe
hearsay	hören
hearsay	hörtest
indirectly	indirekt
indirectly	mittel
indirectly	mittelbar
reflector	reflektor
reflector	spiegel
reflector	reflektoren
refresh	frisch
refresh	kühl
refugiarse	zuflucht
refugiarse	zuflucht finden
refugiarse	zuflucht nehmen
grumble	gruppe
grumble	trommelfell
grumble	gruppen
grumble	trommeln
snarl	scharlach
snarl	smaragd
snarl	garnelen
snarl	scharf
irrigate	bewässerung
magistrate	richter
magistrate	magistrat
magistrate	magistrierung
record	rekord
record	daten
record	datensatz
record	rekordwert
register	register
register	registrierung
register	registrieren
register	eintragung
fairly	ziemlich
fairly	fair
fairly	relativ
reign	herrschaft
reign	regierung
reign	herrschen
reign	reform
repeat	wiederholung
repeat	wiederholen
repeat	aufhebung
reiterate	wiederholung
reiterate	aufhebung
reiterate	wiederholt
relation	beziehung
relation	verhältnis
relation	beziehungen
relamerse	nachladen
relamerse	relamisch
relamerse	entspannen
relamerse	wiederaufladen
religion	religion
religion	religion und religion
religion	religion, religion und religion
religion	religion, religion
clock	uhrzeit
clock	uhren
clock	uhrwerk
clock	taktik
stuffed	gefüllt
stuffed	gestopft
stuffed	studium
stuffed	gefüllte
remedy	mittel
remedy	heilmittel
remedy	remecy
helped	hilfe
helped	half
helped	helfen
remembranza	wiedergeburt
remembranza	erinnerung
remembranza	erinnerungen
remembranza	rebran
remembrance	wiedergeburt
remembrance	erinnerung
remembrance	erinnerungen
remembrance	rebran
patch	patch
patch	patches
patch	patchworkladen
patch	patchworkshop
oar	oder
oar	o
remontarse	zurück
remontarse	geh zurück
remorse	remors
remorse	remor
remorse	remoren
remorse	remorat
surrender	hingabe
surrender	kapitulation
surrender	überweisung
surrender	überschreitung
straightway	gerade
straightway	geradeaus
renewal	erneuerung
renewal	verlängerung
renewal	erneuerungen
renew	überprüfung
renew	erneuerung
renew	bewertung
renew	verlängerung
forego	farego
forego	für mich
forego	gemeinnützig
forego	forego
renounce	wiedergeburt
renounce	neugeborene
renounce	wiedergeboren
reojo	roggen
reojo	roodle
reojo	rye
askance	frage
askance	fragen
askance	bitte
askance	anfrage
repente	bald
repente	plötzlich
bracket-shelf	klammern
bracket-shelf	halterungen
bracket-shelf	klammer
bracket-shelf	konsolenschale
replicar	replika
replicar	replikat
replicar	nachbildung
replicar	nachbildungen
reply	antwort
reply	antworten
replace	ersetzen
replace	ersetzt durch
replace	ersatzteil
represent	vertreter
represent	darstellung
represent	vertreter der
represent	repräsentativ
reproduce	reproduziert
reproduce	reproduktion
reproduce	reproduktionen
reptile	reptilien
reptile	reproduzierbar
repulsive	abstoßend
repulsive	rückstoß
repulsive	abstoßen
repuse	wiederverwendung
repuse	wiederverwertung
repuse	rep
repuse	verwendung
compliment	compliance
compliment	einhaltung
compliment	übereinstimmung
compliment	einhaltung der vorschriften
hop	hop
hop	hoppla
hop	hopp
reserve	reserve
reserve	reserven
reserve	gebiet
reserve	rücklagen
resignar	rücktritt
resignar	empfänger
resignar	zurückgetreten
resign	design
resign	rücktritt
resign	konstruktion
resign	empfänger
resolverse	entschließung
resolverse	gelöst
resolverse	lösung
resound	gefunden
resound	rund
snort	schrott
snort	snort
snort	nieren
snort	schnauze
respected	respektiert
respected	geachtet
respected	beachtet
respected	gewahrt
respectfully	respektvoll
respectfully	respektive
respectfully	respektiert
glow	glühen
glow	glühbirne
glow	glimm
glow	glimmung
radiance	strahlung
radiance	abstrahlung
radiance	strahlen
respond	antwort
response	antwort
response	reaktion
response	antworten
re-establish	wiedereinsetzung
re-establish	wiedereinführung
re-establish	wiederherstellung
re-establish	wiedereinsetzen
resolved	gelöst
resolved	lösung
resolute	entschließung
resolute	lösung
resolute	lösen
resumido	zusammenfassung
resumido	überblick
resumido	kurzbeschreibung
abridged	geöffnet
abridged	überbrückt
abridged	gekürzt
abridged	überbrücket
broom	besen
broom	broom
retard	verzögerung
retard	verzögert
retard	verzögerungen
retard	verspätet
retain	zurück
retain	vordruck
retreat	retremat
retreat	rückzugsort
retreat	rückzug
withdrawal	rücknahme
withdrawal	widerruf
withdrawal	zurücknahme
twist	drehung
twist	twist
twist	zwillinge
twist	verdrängung
depict	depit
depict	depept
depict	darstellung
likeness	gleichheit
likeness	gleichgültigkeit
remunerate	vergütung
remunerate	vergütungen
remunerate	zahl
remunerate	entgelt
retribuido	zurückerstattet
retribuido	rückzahlung
retribuido	bezahlt
retribuido	zurückgezahlt
salary	gehalt
salary	salz
salary	salate
salary	salzgehalt
recede	zurück
recede	rekt
recede	zurückgenommen
recede	rückwärts
reveal	zeigen
reveal	enthüllt
reveal	wiederbelebung
reveal	enthüllen
exhaust	vollständigkeit
exhaust	erschöpfend
exhaust	komplett
clothe	gewebe
clothe	tuch
clothe	leinen
clothe	tücher
rolled	walzdraht
rolled	rollen
rolled	gerollt
wallowed	gewandelt
wallowed	zu fuß
wallowed	wandeln
wallowed	gereist
wallow	spaziergang
wallow	spaziergänge
wallow	fußweg
flutter	schrott
flutter	flut
flutter	schlacke
flutter	schlacken
hover	über
hover	über uns
hover	hopfen
hover	liebhaber
plaster	gips
plaster	pflaster
plaster	gurken
pray	beten
pray	gebet
pray	betet
freshet	frisch
freshet	frische
freshet	strohhalm
cliff	klippe
cliff	klippen
rijo	curl
rijo	rhythmen
rijo	lockerung
rijo	kurbel
riges	rückstände
riges	überreste
riges	felgen
riges	rind
rime	rime
rime	rand
rime	rhythmen
margaret	Margaret
maggie	Maggie
rizar	rizar
rizar	rhizar
rizar	ritzing
curl	curl
curl	kork
curl	kurbel
curl	locken
ruffle	rüschen
ruffle	hülse
ruffle	rüssel
ruffle	hülsenfrüchte
rock-a-by	rock-a-by
steal	stehlen
rob	raub
rob	publizieren
rob	2
rob	ob
robbery	raub
robbery	raubtier
robbery	räuber
robbery	raubikum
theft	diebstahl
theft	die
dew	anhang
dew	tausch
dew	tau
dew	tauben
beg	b
beg	werden
beg	pestizid
reddish	rot
reddish	rotwein
reddish	rotbarsch
reddish	rotiert
rome	Rom
rome	Italien
ballad	wal
ballad	kugelschreiber
ballad	walat
sobbing	überschuß
sobbing	überbleibsel
sobbing	überschuss
sobbing	überschüsse
snore	schinken
snore	nieren
snore	schnauze
hoarse	schuss
hoarse	schuh
hoarse	schuß
hoarse	schüsse
snoring	schnarchen
snoring	schnarchend
drapery	drapie
drapery	drapeuten
drapery	drapieren
drapery	drapeut
gown	gawn
gown	kleid
gown	gurken
rose	rose
rose	rosen
rose-bush	rosenkohl
rose-bush	rosmarin
rose-bush	rosenstrauch
rose-bush	rosenbush
rosary	rosen
rosary	rosa
rosary	rosenkohl
consists	besteht aus
consists	bestehend aus
consists	konfitüren
consists	besteht
decades	jahrzehnte
decades	dekaden
beads	bären
beads	perlen
beads	glasperlen
decade	zeitraum
decade	jahrzehnt
decade	jahrzehnte
bead	perlmutt
bead	perle
bead	perlen
danos	gib uns
danos	geben sie uns
countenance	leistung
countenance	leistungsfähigkeit
countenance	rechenschaftspflicht
countenance	deckung
torn	dorn
torn	gerissen
torn	hornhaut
torn	horn
scrape	schrott
scrape	abfälle
tickle	tickle
tickle	knöchel
tickle	tikkle
fair	messe
fair	messegelände
fair	fair
rude	rupie
rude	rind
rude	roude
rude	roggen
wheel	weizen
wheel	weichweizen
wheel	rad
noiselessly	nein
noiselessly	- nein
vile	vile
vile	flugkörper
vile	vibra
nightingale	nachtigall
nightingale	nachtleben
nightingale	nachtschicht
nightingale	nachtisch
unpolished	unpoliert
unpolished	unverpolt
saturday	Samstag
saturday	Samstags
saturday	Sonntag
sabbath	Sabbat
sabbath	Sabbate
to-wit	to-wit
namely	name
namely	nämlich
namely	und
sabre	salbei
sabre	saat
sabre	sautre
sabre	säuglinge
flavor	geschmack
flavor	geschmacksrichtung
flavor	geschmack und geschmack
relish	entspannen
relish	entspannung
relish	entspannen sie sich
hatch	luke
hatch	hass
hatch	haspel
hatch	hase
sack	säcke
sack	sack
sack	sak
traveling	reisen
traveling	reise
bag	tasche
bag	beutel
bag	sackgasse
falcon	phalcon
falcon	falcon
falcon	phalkon
falcon	falkon
sacrifice	opfer
sacrifice	sakrament
sacrifice	heiligtum
jerk	idiot
jerk	rind
jerk	rinder
jerk	ricinus
sacrarium	opfer
sacrarium	sacrarium
sacrarium	saccharium
sacrarium	saccharid
innermost	innerstens
innermost	innersten
innermost	in den warenkorb
innermost	in der nähe
sacredness	heiligkeit
sacredness	heiligtum
sacredness	sakresse
salt	salz
salt	salben
bologna	Bologna
bologna	Italien
sausage	wurst
sausage	wurstwaren
saldrás	du gehst raus
saldrás	du kommst raus
saldrás	du gehst aus
saldrás	sie kommen raus
salgo	ich bin raus
salgo	ich bin draußen
salgo	ich gehe
salgo	ich bin aus
exit	ausgang
exit	aus
exit	ausstieg
exit	ausfahrt
saltpeter	salzpeter
saltpeter	salpeter
drawing-room	zeichnungsraum
drawing-room	trockenraum
drawing-room	baggerraum
reception	empfang
reception	rezeption
reception	einnahmen
reception	empfangsbereich
chairs	stühle
chairs	sessel
chairs	stuhl
chairs	sitze
fountains	brunnen
fountains	springbrunnen
spatter	spaten
spatter	spatenstich
spatter	streuung
spatter	spachtel
sprinkle	feder
sprinkle	federn
sprinkle	federkraft
sprinkle	federführung
intersperse	interspere
intersperse	interspuse
intersperse	interspan
interjections	interventionen
interjections	interaktionen
interjections	interviews
interjections	maßnahmen
saltadero	saltadero
saltadero	saltader
saltadero	salz
saltadero	salzgehalt
coop	coop
coop	koop
leaps	leaps
leaps	auszüge
leaps	sprünge
leaps	sprung
salutation	salutierung
salutation	salutation
salvation	rettung
salvation	heilmittel
cure	heilmittel
cure	heilung
cure	kur
savagely	wildnis
savagely	wildschwein
savagely	savage
safe	sicherheit
safe	safe
safe	sicher
composure	ausgleich
composure	vergütung
composure	entschädigung
composure	komponieren
coolness	kühlung
coolness	kühle
coolness	kälte
healthy	gesund
healthy	gesunden
pillage	pillen
pillage	pille
pillage	plünderung
pillage	plyer
plunder	plüsch
plunder	plunder
plunder	plättchen
plunder	plünderung
sarmiento	roggen
sarmiento	rost
sarmiento	ratten
runner	läufer
runner	laufende nummer
runner	laufbursche
runner	laufende
saracen	Sarazenen
saracen	Saracen
saracen	Sarazene
saracen	Sarazen
pearls	perlen
pearls	perle
pearls	nippel
pearls	birnen
frying-pan	brot
frying-pan	bratbrot
frying-pan	braten-brot
frying-pan	bratenbrot
satan	Satan
irrigated	bewässert
irrigated	bewässerung
secret	geheimnis
secret	geheim
secret	geheimnisvoll
secret	geheimhaltung
thirst	durst
thirst	thymian
thirsty	durst
thirsty	30
thirsty	dreißig
thirsty	dursty
silk	seide
silk	seide und seide
silk	seide aus baumwolle
silks	seiden
silks	seide
silks	silbe
silken	seide
silken	seiden
silken	seidengarne
glossy	glanz
glossy	glossy
seduce	sesam
seduce	verführungen
seduce	verwendet
seduce	sesamen
followed	gefolgt von
followed	und
followed	gefolgt
followed	gefolgt von:
surely	sicher
surely	klar
positiveness	positivität
positiveness	positive
positiveness	positiv
accurate	genau
accurate	genauigkeit
accurate	beschuldigen sie sich
six	6
six	sechs
seal	dichtung
seal	dichtungen
bosom	bosom
bosom	rosom
bosom	boom
lap	rap
lap	schoß
lap	watte
lap	lap
feeling	gefühl
feeling	gefühle
feeling	fühlen
feeling	gefühlsgefühl
sensitiveness	empfindlichkeit
sensitiveness	sensitivität
sensitiveness	empfindlichkeitsempfindlichkeit
sensitive	empfindlich
sensitive	empfindliche
sensitive	empfindlicher
sensitive	empfindlichkeit
sitting	sitzung
sitting	sitz
judgment	urteil
judgment	beurteilung
judgment	urteil des gerichtshofs
madam	frau präsidentin
madam	ma'am
madam	madame
september	September
september	März
september	September:
seventh	7
seventh	sieben
seventh	siebzehn
seventh	siebte
sepulchral	kies
sepulchral	kiesel
sepulchral	kieselstein
sepulchral	grab
sepulchre	grab
sepulchre	graben
sepulchre	grabstein
serene	seren
serene	serenin
serene	serene
composed	verbindung
composed	verbindungen
composed	zusammengesetzt
sermon	predigt
sermon	serben
sermon	prediger
sermon	hefen
serpent	serpentin
serpent	serpent
serpent	serpentinen
serpent	schlange
accord	akkord
accord	genauigkeit
accord	abkommen
accord	vereinbarung
siento	ich fühle
siento	ich fühle mich
range	reichweite
range	bereich
range	gebiet
range	rang
secrecy	geheimhaltung
secrecy	trocken
secrecy	verbriefung
secrecy	geheimhaltungen
stealth	stealth
stealth	stehlen
stealthily	stehlend
stealthily	stehlen
signify	bedeutung
signify	bedeutet
whistle	pfeifen
whistle	pfeife
whistle	pfirsich
whistling	pfeifen
whistling	wittling
hissing	sein
hissing	erstickung
hooting	hooting
hooting	booing
hiss	seine
hiss	sein
outline	außen
outline	außengrenzen
outline	außenbereich
silhouette	silhouette
silhouette	silhouetten
chair	stuhl
chair	vorsitz
chair	vorsitzende
chair	vorsitzender
saddle	sattel
saddle	blatt
saddle	säuglinge
saddle	säugling
hewn	hewn
hewn	hühner
hewn	hews
symmetry	symmetrie
symmetry	symphonie
fellow-feeling	mitleidenschaft
fellow-feeling	mitgefühl
fellow-feeling	mitleid
sympathy	sympathie
sympathy	mitleid
sincerity	ehrlichkeit
sincerity	offenheit
sincerity	aufrichtigkeit
sincerity	öffnung
odd	od
unusually	ungewöhnlich
singularly	insbesondere
singularly	einzigartig
sirvo	serum
sirvo	sirup
sirvo	ich diene
sirvo	sirupe
situate	position
situate	situation
situate	lage
situate	standort
sovereign	souverän
sovereign	syrien
sovereign	syrisch
superb	super
superb	super-
superb	superb
arrogant	arrogant
arrogant	arroganz
concerning	betreffend
concerning	über
concerning	über die
concerning	über das
superhuman	übermenschlich
superhuman	supermensch
superhuman	supermenschen
supernatural	übernatürlich
supernatural	übernatürliche
supernatural	übernatürliches
excel	excel
excel	extrudiert
excel	früchte
excel	mit einem gehalt an
nephew	neffe
nephew	nephe
niece	ist
niece	es ist
niece	und
nephews	neffen
nephews	nephe
nieces	nüsse
nieces	nitrate
nieces	nitrite
nieces	nitrat
ona	eine
ona	ein
ona	einen
ona	einer
sociableness	gesellschaft
sociableness	soziale behinderung
sociableness	soziales
succor	succer
succor	absaugung
succor	succor
suffocating	ersticken
suffocating	suffocating
suffocating	erstickung
suffocating	suffocen
oppressive	unterdrückend
oppressive	unterdrückt
oppressive	unterdrücker
oppressive	unterdrückung
sunny	sonnig
sunny	sunny
solazarse	lösungsmittel
solazarse	solaze
solazarse	lösemittel
solazarse	löten
solace	solace
solace	komfort
solace	sollace
soldada	schweißen
soldada	geschweißt
wage	alter
wage	lohn
wage	löhne
wage	altersalter
solitude	sollitud
solitude	solitud
solitude	solitude
solitude	solitus
loneliness	einsamkeit
loneliness	einsamkeiten
solemnly	feierlich
solemnly	solemal
solemnly	mündlich
solemnize	solems
solemnize	solemen
solemnize	solemens
diligent	diligent
diligent	diligen
lonely	einsam
lonely	einsamen
lonely	allein
lonely	nur
solitary	solitär
solitary	einsam
solitary	einsamkeit
sob	soja
sob	soda
sob	soße
sob	b
shadow	schatten
sombre	ring
sombre	ton
sombre	geräuschpegel
sombre	buzzer
submit	einreichung
submit	vorlage
submit	antrag
submit	eingereicht
smile	lächeln
smile	süß
dream	traum
dream	träume
sleepy	schlafen
sleepy	schlaf
soup	bald
soup	suppe
flavored	aromatisiert
flavored	geschmackvoll
flavored	geschmacksrichtung
endure	dauer
endure	ausdauer
endure	ende
endure	unterstützung
deaf	blatt
deaf	hafer
deaf	blätter
slyness	lyrik
slyness	slyness
malice	malz
malice	malin
malice	malice
malice	malein
slyly	slyly
slyly	sly
slyly	- slyly
slyly	fliegen
maliciously	schädlich
maliciously	maliziell
maliciously	bösartig
surprising	surfen
surprising	überraschend
surprising	surfing
sorpresita	sorpres
sorpresita	sorpresit
sorpresita	sorpresite
sorpresita	sorpresita
drawing	zeichnung
drawing	zeichnungen
drawing	zeichen
drawing	zeichnung:
suspect	verdächtige
suspect	verdächtiger
suspect	verdacht
suspect	vermutung
mainstay	festland
mainstay	hauptstraße
mainstay	festlandsockel
sois	das bist du
sois	du bist
sois	sie sind
sois	das sind sie
dimly	dimly
dimly	dim
dimly	dimitly
soften	weichtiere
soften	weichspülung
soften	weich
soften	weichen
rebel	rebellen
rebel	rebel
rebel	rebsorten
substance	stoff
substance	substanz
substance	wirkstoff
substance	stoffe
substantial	stoff
substantial	substanz
substantial	wirkstoff
substantial	stoffe
substantive	stoff
substantive	substanz
substantive	materiell
substantive	substantiell
dirty	schmutz
dirty	dirty
dirty	dreckig
dirty	schmutzig
winding	wicklung
winding	wind
winding	wicklungen
winding	window
sweat	zucker
sweat	süß
sweat	süßigkeiten
sweat	schweiß
perspiration	spiration
perspiration	aspiration
perspiration	schweiß
perspiration	inspiration
sleepiness	schlaf
sleepiness	ruhe
sleepiness	schlafen
sleepiness	schlaflosigkeit
fasten	fasten
fasten	fast
fasten	fassten
submerge	submelt
submerge	untertauchen
submerge	submerge
sumir	summe
sumir	hinzufügen
sumir	additiv
plunge	lungen
plunge	lunge
plunge	tauchen
plunge	taucher
exceeding	andere
exceeding	exz
exceeding	verfahren
exceeding	mehr als 50 ght
sumptuously	aufwändig
sumptuously	mühelos
sumptuously	kurz
sumptuously	bunt
luxurious	luxemburg
luxurious	luxuriös
luxurious	luxus
luxurious	luxuri
sumptious	zusammenfassung
sumptious	summe
sumptious	gesamt
supiste	du wusstest es
supiste	sie wussten es
supersticious	aberglaube
supersticious	superstitalien
supersticious	supersitalien
supersticious	aberglauben
petition	petition
petition	petitionen
petition	antrag
petition	bewegung
supplication	anwendungsbereich
supplication	anwendung
supplicating	antwort
supplicating	antworten
supplicating	anwendungsbereich
supplicating	anwendung
entreating	unterhaltsam
entreating	unterhaltung
entreating	eingeben
entreat	entreat
entreat	entrenat
entreat	entroat
entreat	entronat
supplicate	bitte
supplicate	anwendung
supplicate	anwendbar
suppose	vermutlich
suppose	angenommen
suppose	vermuten
suppose	nehmen wir an
supradicho	adidon
supradicho	sudadyho
supradicho	sudadinho
supradicho	adipinsäure
highest	höchstwert
highest	höchst
highest	höchste
supreme	suprem
supreme	supreme
supreme	supre
supreme	supret
supposed	supposed
supposed	vorgeschlagen
supposed	angeblich
granting	gewährung
granting	genehmigung
granting	beihilfen
granting	erteilung
south	süd
south	süden
south	südlich
furrow	furfurt
furrow	rinder
furrow	pelze
furrow	furniere
much-traveled	viele betraut
much-traveled	viele befahren
sigh	ja
sigh	seufzer
sustenance	vermutung
sustenance	verbrauch
sustenance	verbräuchlichkeit
sustenance	vermehrung
fright	gekühlt
fright	kalt
fright	gebraten
fright	kälte
scare	gesundheit
scare	narben
scare	pflege
scare	angst
whisper	whisper
whisper	flüster
whisper	flüstern
whisper	whiskey
rustle	rüschen
rustle	hülse
rustle	rostig
rustle	rüssel
hers	ihr
hers	hühner
hers	hers
hers	henne
theirs	ihre
theirs	monate
theirs	ihr
theirs	hemden
yours	ihr
yours	wir
yours	unsere
tavern	taverne
tavern	tavern
tabernacle	tabernakel
tabernacle	tavernacle
tavern-keeper	tavern-keep
tavern-keeper	tavern-keeper
tavern-keeper	tavern
partition-wall	partitionswand
partition-wall	trennwand
partition-wall	wand
rising	rationalisierung
rising	bewertung
rising	rating
rising	durchführung
ceiling	obergrenze
ceiling	decke
ceiling	höhe
solid	feststoff
solid	festkörper
solid	feststoffgehalt
solid	fest
portugal	Portugal
portugal	Spanien
portugal	Frankreich
portugal	Griechenland
containing	enthaltend
containing	mit einem gehalt an
containing	mit
containing	enthält
stubs	steine
stubs	statistiken
stubs	stats
stubs	statistik
checks	kontrollen
checks	überprüfungen
checks	prüfungen
receipts	rezepte
receipts	einnahmen
carve	carve
carve	karpfen
carve	carte
carve	cart
dried	getrocknet
dried	getrocknet und getrocknet
dried	angetrieben
dried	getrocknet, getrocknet und getrocknet
tapestry	tonband
tapestry	tonträger
tapestry	capstry
hangings	hänge
hangings	aufhängungen
hangings	aufhänge
hangings	aufhängen
hum	hm
hum	ja
late	spät
late	später
late	latein
late	laien
cup	tassen
cup	schale
cup	tasse
cup	becher
thyself	dich selbst
thyself	du selbst
thyself	~
theater	theater
theater	das theater
theater	kino
keyboard	tastatur
keyboard	tastaturen
keyboard	tastatur und tastatur
keyboard	keyboard
telegram	telegramm
telegram	telegramme
tremulous	trompeten
tremulous	tremulgator
tremulous	tremulgieren
tremulous	tremulgiert
shaking	zittern
shaking	rasieren
shaking	schütteln
shaking	schattierungen
temperature	temperatur
